Record ID,Entered name,Entered name author,Current name,Current name author,Current name TVK,Common name,Species notes,Site notes,Locality,Vice county,Country,Grid ref.,Lon,Lat,Altitude,Date,Date Start,Date End,Substrate,Substrate Qualifier,Other Substrate,FRDBI no,Literature,Other Literature,Source,Morph,NCC Ecosystem,Associations,VCname (Ent),VCnum (Ent),County,Certainty,Abundance,Licence,Start Year,End Year
24342683,Suillus variegatus,(Sw.) Richon & Roze,Suillus variegatus,(Sw.) Richon & Roze,NHMSYS0001499287,Velvet Bolete,,,Glenmore Forest Park east of Loch Morlich,East Inverness-shire,Scotland,NH9709,-3.696,57.165,340,27/9/2008,27/9/2008,27/9/2008,soil,,,1467355,,,,,A121 Coniferous semi-natural,Scots Pine (Pinus sylvestris),"Inverness-shire, East (with Nairn)",96,,Certain,,,2008,2008
24342718,Suillus bovinus,(L.) Roussel,Suillus bovinus,(L.) Roussel,NHMSYS0001499269,Bovine Bolete,,,Glenmore Forest Park east of Loch Morlich,East Inverness-shire,Scotland,NH9709,-3.696,57.165,340,27/9/2008,27/9/2008,27/9/2008,soil,,,1467347,,,,,A121 Coniferous semi-natural,Scots Pine (Pinus sylvestris),"Inverness-shire, East (with Nairn)",96,,Certain,,,2008,2008
24344308,Suillus bovinus,(L.) Roussel,Suillus bovinus,(L.) Roussel,NHMSYS0001499269,Bovine Bolete,coniferous plantation: track edge,,Culbin: north west,Moray,Scotland,NH9961,-3.685,57.632,20,18/9/2011,18/9/2011,18/9/2011,soil,,,1872519,,,,,,Scots Pine (Pinus sylvestris),Moray (Elgin),95,,Certain,,,2011,2011
24344333,Suillus grevillei,(Klotzsch) Singer,Suillus grevillei,(Klotzsch) Singer,NHMSYS0001499278,Larch Bolete,coniferous plantation: track edge,,Culbin: north west,Moray,Scotland,NH9961,-3.685,57.632,20,18/9/2011,18/9/2011,18/9/2011,soil,,,1872521,"Funga Nordica (1st ed), Knudsen, H.; Vesterholt, J., 2008",,,,,Larch (Larix),Moray (Elgin),95,,Certain,,,2011,2011
24345216,Suillus bovinus,(L.) Roussel,Suillus bovinus,(L.) Roussel,NHMSYS0001499269,Bovine Bolete,,,Culbin: North West,Moray,Scotland,NH985615,-3.701,57.632,10,6/9/2009,6/9/2009,6/9/2009,soil,,,1627043,"Funga Nordica (1st ed), Knudsen, H.; Vesterholt, J., 2008",,,,A122 Coniferous plantation,Scots Pine (Pinus sylvestris),Moray (Elgin),95,,Certain,,,2009,2009
24347010,Suillus variegatus,(Sw.) Richon & Roze,Suillus variegatus,(Sw.) Richon & Roze,NHMSYS0001499287,Velvet Bolete,,,Inver,South Aberdeenshire,Scotland,NO2293,-3.278,57.026,300,19/9/2009,19/9/2009,19/9/2009,soil,,,1628183,,,,,A122 Coniferous plantation,Scots Pine (Pinus sylvestris),"Aberdeenshire, South",92,,Certain,,,2009,2009
24347960,Suillus bovinus,(L.) Roussel,Suillus bovinus,(L.) Roussel,NHMSYS0001499269,Bovine Bolete,possible semi-natural conifer,,Crannach,South Aberdeenshire,Scotland,NO380980,-3.023,57.069,250,22/10/2000,22/10/2000,22/10/2000,soil,,,873291,,,,,A122 Coniferous plantation,Scots Pine (Pinus sylvestris),"Aberdeenshire, South",92,,Certain,,,2000,2000
27799881,Suillus bovinus,(L.) Roussel,Suillus bovinus,(L.) Roussel,NHMSYS0001499269,Bovine Bolete,,,Stoke Common,Buckinghamshire,England,SU994856,-0.567,51.561,,1/10/2016,1/10/2016,1/10/2016,soil,,Soil under tree,,,,,,,Pine (Pinus),Buckinghamshire,24,Buckinghamshire,Certain,,,2016,2016
27861959,Suillus grevillei,(Klotzsch) Singer,Suillus grevillei,(Klotzsch) Singer,NHMSYS0001499278,Larch Bolete,,,Erskine: Big Wood,Renfrewshire,Scotland,NS44417259,-4.491,55.921,20,6/8/2022,6/8/2022,6/8/2022,soil,,,,,,,,A13 Mixed woodland,Larch (Larix),Renfrewshire,76,,Certain,,,2022,2022
27962607,Suillus grevillei,(Klotzsch) Singer,Suillus grevillei,(Klotzsch) Singer,NHMSYS0001499278,Larch Bolete,,,Glasgow: Bellahouston Park,Lanarkshire,Scotland,NS549639,-4.318,55.847,,1/9/2022,1/9/2022,1/9/2022,,,,,,,,,,Larch (Larix),,,,,,,2022,2022
4818337,Suillus variegatus,(Sw.) Richon & Roze,Suillus variegatus,(Sw.) Richon & Roze,NHMSYS0001499287,Velvet Bolete,,,Broadwater Warren,East Sussex,England,TQ553367,0.218,51.109,,29/10/2016,29/10/2016,29/10/2016,soil,,,,,,,,,Scots Pine (Pinus sylvestris),"Sussex, East",,,Certain,,,2016,2016
5664106,Suillus bovinus,(L.) Roussel,Suillus bovinus,(L.) Roussel,NHMSYS0001499269,Bovine Bolete,,,Ruardean Woodside,West Gloucestershire,England,SO6216,-2.546,51.846,230,17/9/2016,17/9/2016,17/9/2016,soil,litter,,,,,,,A13 Mixed woodland,Western Hemlock-spruce (Tsuga heterophylla),"Gloucestershire, West",34,,Certain,,,2016,2016
5665098,Suillus grevillei,(Klotzsch) Singer,Suillus grevillei,(Klotzsch) Singer,NHMSYS0001499278,Larch Bolete,,,May Hill,Herefordshire | West Gloucestershire,England,SO6921,-2.445,51.891,280,22/10/2016,22/10/2016,22/10/2016,soil,,,,,,,,B11 Acidic unimproved,Grass (Poaceae),"Gloucestershire, West",34,,Certain,,,2016,2016
5664467,Suillus grevillei,(Klotzsch) Singer,Suillus grevillei,(Klotzsch) Singer,NHMSYS0001499278,Larch Bolete,,,Shaden Tuft,West Gloucestershire,England,SO6209,-2.545,51.783,150,23/9/2016,23/9/2016,23/9/2016,soil,litter,,,,,,,A11 Broad-leaved woodland,Larch (Larix),"Gloucestershire, West",34,,Certain,,,2016,2016
6094776,Suillus variegatus,(Sw.) Richon & Roze,Suillus variegatus,(Sw.) Richon & Roze,NHMSYS0001499287,Velvet Bolete,,,Newborough Forest,Anglesey,Wales,SH406641,-4.384,53.151,,17/10/2017,17/10/2017,17/10/2017,soil,sandy,,,,,,,,Pine (Pinus),,,,Certain,,,2017,2017
6249569,Suillus grevillei,(Klotzsch) Singer,Suillus grevillei,(Klotzsch) Singer,NHMSYS0001499278,Larch Bolete,,,Simonburn,South Northumberland,England,NY861736,-2.218,55.057,,17/8/2011,17/8/2011,17/8/2011,soil,,,,,,,,,European Larch (Larix decidua),"Northumberland, South",,,Certain,,,2011,2011
6251427,Suillus grevillei,(Klotzsch) Singer,Suillus grevillei,(Klotzsch) Singer,NHMSYS0001499278,Larch Bolete,,,Simonburn,South Northumberland,England,NY859735,-2.221,55.056,,21/8/2012,21/8/2012,21/8/2012,soil,,,,,,,,,European Larch (Larix decidua),"Northumberland, South",,,Certain,,,2012,2012
6453068,Suillus variegatus,(Sw.) Richon & Roze,Suillus variegatus,(Sw.) Richon & Roze,NHMSYS0001499287,Velvet Bolete,,,Royden Park,Cheshire,England,SJ2485,-3.136,53.361,,19/10/1983,19/10/1983,19/10/1983,soil,,,,,,,,A13 Mixed woodland,Pinopsida,Cheshire,,Merseyside,Certain,,,1983,1983
6495672,Suillus grevillei,(Klotzsch) Singer,Suillus grevillei,(Klotzsch) Singer,NHMSYS0001499278,Larch Bolete,,,Wigmore Rolls,Herefordshire,England,SO3968,-2.889,52.311,,2/10/2016,2/10/2016,2/10/2016,,,,,,,,,,,Herefordshire,36,,Certain,,,2016,2016
6496129,Suillus grevillei,(Klotzsch) Singer,Suillus grevillei,(Klotzsch) Singer,NHMSYS0001499278,Larch Bolete,,,"Oaker Wood = Kingsland, Oaker Wood",Herefordshire,England,SO4663,-2.785,52.267,,10/10/2016,10/10/2016,10/10/2016,soil,,,,,,,,,European Larch (Larix decidua),Herefordshire,36,,Certain,,,2016,2016
6496299,Suillus grevillei,(Klotzsch) Singer,Suillus grevillei,(Klotzsch) Singer,NHMSYS0001499278,Larch Bolete,,,"Breinton, Fairfield area",Herefordshire,England,SO489396,-2.746,52.053,,13/10/2016,13/10/2016,13/10/2016,,,,,,,,,,European Larch (Larix decidua),Herefordshire,36,,Certain,,,2016,2016
6599686,Suillus grevillei,(Klotzsch) Singer,Suillus grevillei,(Klotzsch) Singer,NHMSYS0001499278,Larch Bolete,,Mixed conifer plantation and oak woodland,"Bay of Flies, Salen",West Inverness-shire,Scotland,NM6964,-5.768,56.715,,26/8/2010,26/8/2010,26/8/2010,soil,,,,,,,,,Larch (Larix),"Inverness-shire, West",,Highlands and Islands,Likely,,,2010,2010
6611925,Suillus variegatus,(Sw.) Richon & Roze,Suillus variegatus,(Sw.) Richon & Roze,NHMSYS0001499287,Velvet Bolete,,,"Dun Ghallain Wood, Glenborrodale",West Inverness-shire,Scotland,NM6460,-5.846,56.677,,19/8/2011,19/8/2011,19/8/2011,soil,,,,"British Boletes, with keys to species, Kibby, G, 2011",,,,,Scots Pine (Pinus sylvestris),"Inverness-shire, West",,Highlands and Islands,Likely,,,2011,2011
6627271,Suillus variegatus,(Sw.) Richon & Roze,Suillus variegatus,(Sw.) Richon & Roze,NHMSYS0001499287,Velvet Bolete,,,Bystock Pools,South Devon,England,SY030845,-3.373,50.653,20,25/9/2016,25/9/2016,25/9/2016,soil,,,,,,,,A131 Mixed semi-natural,Pine (Pinus),"Devon, South",,Devon,Certain,,,2016,2016
7445295,Suillus grevillei,(Klotzsch) Singer,Suillus grevillei,(Klotzsch) Singer,NHMSYS0001499278,Larch Bolete,,,"Moffat, HunterHeck Forest",Dumfriesshire,Scotland,NT10900471,-3.406,55.328,,19/7/2018,19/7/2018,19/7/2018,soil,,,,,,,,,Larch (Larix),Dumfriesshire,,,Certain,,,2018,2018
7895698,Suillus grevillei,(Klotzsch) Singer,Suillus grevillei,(Klotzsch) Singer,NHMSYS0001499278,Larch Bolete,,grassy,Edinburgh: Holyrood Park: St Margaret's Loch,Midlothian,Scotland,NT27627377,-3.161,55.952,60,13/7/2017,13/7/2017,13/7/2017,soil,,,,,,,,A3 Parkland & scattered trees,Larch (Larix),Midlothian (Edinburgh),,,Certain,,,2017,2017
7951959,Suillus bovinus,(L.) Roussel,Suillus bovinus,(L.) Roussel,NHMSYS0001499269,Bovine Bolete,,,"Milfield, Redscar Bridge",North Northumberland,England,NT95123444,-2.079,55.604,,13/9/2018,13/9/2018,13/9/2018,soil,broadleaf; coniferous,,,,,,,,Scots Pine (Pinus sylvestris),"Northumberland, North (Cheviot)",,,Certain,,,2018,2018
8392293,Suillus grevillei,(Klotzsch) Singer,Suillus grevillei,(Klotzsch) Singer,NHMSYS0001499278,Larch Bolete,,,Cabilla Wood,East Cornwall,England,SX128652,-4.638,50.457,75,14/10/2018,14/10/2018,14/10/2018,,coniferous; litter,,,"Funga Nordica (2nd ed), Knudsen, H.; Vesterholt, J., 2012","British Boletes, Kibby G",,,A13 Mixed woodland,Larch (Larix),"Cornwall, East",,Cornwall,Certain,several fruitbodies,,2018,2018
8608581,Suillus grevillei,(Klotzsch) Singer,Suillus grevillei,(Klotzsch) Singer,NHMSYS0001499278,Larch Bolete,,,"Kentra Bay, Acharacle",West Inverness-shire,Scotland,NM6168,-5.902,56.747,,5/9/2014,5/9/2014,5/9/2014,soil,,,,"British Boletes, with keys to species, Kibby, G, 2011",,,,A122 Coniferous plantation,Larch (Larix),"Inverness-shire, West",,Highlands and Islands,Certain,,,2014,2014
8661326,Suillus bovinus,(L.) Roussel,Suillus bovinus,(L.) Roussel,NHMSYS0001499269,Bovine Bolete,,"Close to Pinus, Picea, Larix & Pseudotsuga","Duns, Langton Edge",Berwickshire,Scotland,NT74435480,-2.409,55.786,,23/11/2018,23/11/2018,23/11/2018,duff,fallen; litter,,,,,,,,Conifer (Pinophyta),Berwickshire,,,Certain,,,2018,2018
8991996,Suillus grevillei,(Klotzsch) Singer,Suillus grevillei,(Klotzsch) Singer,NHMSYS0001499278,Larch Bolete,grassy area with young tree,,Esher: Claremont,Surrey,England,TQ1263,-0.386,51.359,,9/6/1996,9/6/1996,9/6/1996,,,,229613,,,,,,European Larch (Larix decidua),Surrey,17,,Certain,,,1996,1996
9053217,Suillus bovinus,(L.) Roussel,Suillus bovinus,(L.) Roussel,NHMSYS0001499269,Bovine Bolete,,,"New Forest, Ogden's Pureieu",South Hampshire,England,SU180128,-1.745,50.915,,21/7/1998,21/7/1998,21/7/1998,soil,,,1787429,,,,,,Scots Pine (Pinus sylvestris),"Hampshire, South",11,,Certain,,,1998,1998
9055835,Suillus grevillei,(Klotzsch) Singer,Suillus grevillei,(Klotzsch) Singer,NHMSYS0001499278,Larch Bolete,,,"New Forest, Blackwater Arboretum",South Hampshire,England,SU250050,-1.646,50.844,,19/9/2002,19/9/2002,19/9/2002,,,soil & moss,1642712,,,,,,European Larch (Larix decidua),,,,Certain,,,2002,2002
9056521,Suillus variegatus,(Sw.) Richon & Roze,Suillus variegatus,(Sw.) Richon & Roze,NHMSYS0001499287,Velvet Bolete,H2012/01081 (G. Mueller H2012/01082 MSA for DNA),,"Newbury (near), Snelsmore Common",Berkshire,England,SU463708,-1.335,51.435,,1/11/2007,1/11/2007,1/11/2007,,,bare soil with needles,1784940,,,,,,Scots Pine (Pinus sylvestris),,,,Certain,,,2007,2007
9056772,Suillus grevillei,(Klotzsch) Singer,Suillus grevillei,(Klotzsch) Singer,NHMSYS0001499278,Larch Bolete,,,"Nuneham, Harcourt Arboretum",Oxfordshire,England,SU555985,-1.198,51.683,,27/7/2000,27/7/2000,27/7/2000,soil,,,1785211,,,,,,European Larch (Larix decidua),Oxfordshire,23,,Certain,,,2000,2000
9058509,Suillus grevillei,(Klotzsch) Singer,Suillus grevillei,(Klotzsch) Singer,NHMSYS0001499278,Larch Bolete,,,"Grimbocarr wood, Crook Hill",Derbyshire,England,SK173872,-1.741,53.382,,8/8/2001,8/8/2001,8/8/2001,soil,,,1786322,,,,,,European Larch (Larix decidua),,,,Certain,,,2001,2001
9105920,Suillus grevillei,(Klotzsch) Singer,Suillus grevillei,(Klotzsch) Singer,NHMSYS0001499278,Larch Bolete,Mossy bank beneath Larch.,,Canaston Woods,Pembrokeshire,Wales,SN079134,-4.786,51.787,,15/5/2011,15/5/2011,15/5/2011,soil,,,1773535,"Mushrooms, Phillips, R., 2006",,,,A13 Mixed woodland,Larch (Larix),Pembrokeshire,45,,Certain,,,2011,2011
9107017,Suillus grevillei,(Klotzsch) Singer,Suillus grevillei,(Klotzsch) Singer,NHMSYS0001499278,Larch Bolete,footpath,,Stepaside,Pembrokeshire,Wales,SN145064,-4.687,51.726,,5/6/2012,5/6/2012,5/6/2012,soil,,,1883144,,,,,,Larch (Larix),Pembrokeshire,45,,Certain,,,2012,2012
9108936,Suillus grevillei,(Klotzsch) Singer,Suillus grevillei,(Klotzsch) Singer,NHMSYS0001499278,Larch Bolete,,,Canaston wood,Pembrokeshire,Wales,SN084139,-4.779,51.791,,9/6/2014,9/6/2014,9/6/2014,soil,,,1942664,"British Boletes, with keys to species, Kibby, G, 2011",,,,A13 Mixed woodland,Larch (Larix),Pembrokeshire,45,,Certain,,,2014,2014
9108942,Suillus grevillei,(Klotzsch) Singer,Suillus grevillei,(Klotzsch) Singer,NHMSYS0001499278,Larch Bolete,,,Canaston Woods,Pembrokeshire,Wales,SN084138,-4.779,51.79,,9/6/2014,9/6/2014,9/6/2014,soil,,,1942659,"British Boletes, with keys to species, Kibby, G, 2011",,,,A13 Mixed woodland,Larch (Larix),Pembrokeshire,45,,Certain,,,2014,2014
9115362,Suillus grevillei,(Klotzsch) Singer,Suillus grevillei,(Klotzsch) Singer,NHMSYS0001499278,Larch Bolete,,,Ffynone Woods,Pembrokeshire,Wales,SN240386,-4.566,52.018,,1/11/2014,1/11/2014,1/11/2014,,,soil beneath larch,1943505,,,,,A13 Mixed woodland,,Pembrokeshire,45,,Certain,,,2014,2014
9143197,Suillus grevillei,(Klotzsch) Singer,Suillus grevillei,(Klotzsch) Singer,NHMSYS0001499278,Larch Bolete,,,Wigan Flashes LNR,South Lancashire,England,SD5802,-2.627,53.518,25,9/9/2018,9/9/2018,9/9/2018,soil,,,,,,,,A Woodland & Scrub,Larch (Larix),"Lancashire, South",,Lancashire,Certain,,,2018,2018
9154606,Suillus variegatus,(Sw.) Richon & Roze,Suillus variegatus,(Sw.) Richon & Roze,NHMSYS0001499287,Velvet Bolete,,,Ruardean Woodside,West Gloucestershire,England,SO6216,-2.546,51.846,230,29/11/2013,29/11/2013,29/11/2013,soil,litter,,1895167,,,,,A13 Mixed woodland,Gymnospermae,"Gloucestershire, West",34,,Certain,,,2013,2013
9168764,Suillus grevillei,(Klotzsch) Singer,Suillus grevillei,(Klotzsch) Singer,NHMSYS0001499278,Larch Bolete,,,Ruardean Woodside,West Gloucestershire,England,SO6216,-2.546,51.846,230,4/10/2014,4/10/2014,4/10/2014,soil,,,1939135,,,,,A13 Mixed woodland,Larch (Larix),"Gloucestershire, West",34,,Certain,,,2014,2014
9168768,Suillus grevillei,(Klotzsch) Singer,Suillus grevillei,(Klotzsch) Singer,NHMSYS0001499278,Larch Bolete,,,Symonds Yat,Herefordshire | West Gloucestershire,England,SO5615,-2.633,51.836,120,23/8/2014,23/8/2014,23/8/2014,soil,litter,,1939133,,,,,A13 Mixed woodland,Larch (Larix),"Gloucestershire, West",34,,Certain,,,2014,2014
9170315,Suillus grevillei,(Klotzsch) Singer,Suillus grevillei,(Klotzsch) Singer,NHMSYS0001499278,Larch Bolete,grassland grazed acid,,May Hill,Herefordshire | West Gloucestershire,England,SO6921,-2.445,51.891,280,24/9/2010,24/9/2010,24/9/2010,,,,1889734,,,,,,Larch (Larix),"Gloucestershire, West",34,,Certain,,,2010,2010
9171701,Suillus grevillei,(Klotzsch) Singer,Suillus grevillei,(Klotzsch) Singer,NHMSYS0001499278,Larch Bolete,,,New Fancy View,West Gloucestershire,England,SO6209,-2.545,51.783,150,22/10/2011,22/10/2011,22/10/2011,soil,,,1891229,,,,,A11 Broad-leaved woodland,Larch (Larix),"Gloucestershire, West",34,,Certain,,,2011,2011
9172748,Suillus variegatus,(Sw.) Richon & Roze,Suillus variegatus,(Sw.) Richon & Roze,NHMSYS0001499287,Velvet Bolete,,,Ruardean Woodside,West Gloucestershire,England,SO6216,-2.546,51.846,230,1/10/2011,1/10/2011,1/10/2011,soil,litter,,1891101,,,,,A13 Mixed woodland,Austrian Pine (Pinus nigra),"Gloucestershire, West",34,,Certain,,,2011,2011
9196198,Suillus grevillei,(Klotzsch) Singer,Suillus grevillei,(Klotzsch) Singer,NHMSYS0001499278,Larch Bolete,,,Ruardean Woodside,West Gloucestershire,England,SO6216,-2.546,51.846,230,16/10/2010,16/10/2010,16/10/2010,soil,litter,,1711107,,,,,A13 Mixed woodland,Larch (Larix),"Gloucestershire, West",34,,Certain,,,2010,2010
9196208,Suillus grevillei,(Klotzsch) Singer,Suillus grevillei,(Klotzsch) Singer,NHMSYS0001499278,Larch Bolete,grassland grazed acid,,May Hill,Herefordshire | West Gloucestershire,England,SO6921,-2.445,51.891,280,13/9/2010,13/9/2010,13/9/2010,soil,,,1711102,,,,,,Grass (Poaceae),"Gloucestershire, West",34,,Certain,,,2010,2010
9196194,Suillus grevillei,(Klotzsch) Singer,Suillus grevillei,(Klotzsch) Singer,NHMSYS0001499278,Larch Bolete,,,Speech House Arboretum,West Gloucestershire,England,SO6212,-2.545,51.81,150,26/7/2010,26/7/2010,26/7/2010,soil,,,1711108,,,,,A11 Broad-leaved woodland,Larch (Larix),"Gloucestershire, West",34,,Certain,,,2010,2010
9253289,Suillus grevillei,(Klotzsch) Singer,Suillus grevillei,(Klotzsch) Singer,NHMSYS0001499278,Larch Bolete,,,Soudley Ponds,West Gloucestershire,England,SO6611,-2.487,51.801,100,22/9/1990,22/9/1990,22/9/1990,leaf,litter,,1545422,,,,,A13 Mixed woodland,European Larch (Larix decidua),"Gloucestershire, West",34,,Certain,,,1990,1990
9242063,Suillus grevillei,(Klotzsch) Singer,Suillus grevillei,(Klotzsch) Singer,NHMSYS0001499278,Larch Bolete,,,New Beechenhurst Inclosure,West Gloucestershire,England,SO6112,-2.56,51.81,130,12/9/2013,12/9/2013,12/9/2013,soil,,,1893857,,,,,A132 Mixed plantation,Larch (Larix),"Gloucestershire, West",34,,Certain,,,2013,2013
9242065,Suillus grevillei,(Klotzsch) Singer,Suillus grevillei,(Klotzsch) Singer,NHMSYS0001499278,Larch Bolete,,,New Beechenhurst Inclosure,West Gloucestershire,England,SO6112,-2.56,51.81,100,12/9/2013,12/9/2013,12/9/2013,soil,,,1893858,,,,,A13 Mixed woodland,Scots Pine (Pinus sylvestris),"Gloucestershire, West",34,,Certain,,,2013,2013
9244425,Suillus grevillei,(Klotzsch) Singer,Suillus grevillei,(Klotzsch) Singer,NHMSYS0001499278,Larch Bolete,,,Ruardean Woodside,West Gloucestershire,England,SO6216,-2.546,51.846,230,5/10/2013,5/10/2013,5/10/2013,soil,litter,,1894323,,,,,A13 Mixed woodland,Gymnospermae,"Gloucestershire, West",34,,Certain,,,2013,2013
9251731,Suillus grevillei,(Klotzsch) Singer,Suillus grevillei,(Klotzsch) Singer,NHMSYS0001499278,Larch Bolete,,,Lightmoor Inclosure,West Gloucestershire,England,SO6412,-2.516,51.81,170,15/6/1991,15/6/1991,15/6/1991,leaf,litter,,1545387,,,,,A11 Broad-leaved woodland,European Larch (Larix decidua),"Gloucestershire, West",34,,Certain,,,1991,1991
9252133,Suillus grevillei,(Klotzsch) Singer,Suillus grevillei,(Klotzsch) Singer,NHMSYS0001499278,Larch Bolete,,,Nagshead Nature Reserve,West Gloucestershire,England,SO6008,-2.574,51.774,90,17/9/1994,17/9/1994,17/9/1994,leaf,litter,,1545332,,,,,A11 Broad-leaved woodland,European Larch (Larix decidua),"Gloucestershire, West",34,,Certain,,,1994,1994
9252135,Suillus grevillei,(Klotzsch) Singer,Suillus grevillei,(Klotzsch) Singer,NHMSYS0001499278,Larch Bolete,,,Nagshead Nature Reserve,West Gloucestershire,England,SO6009,-2.574,51.783,150,22/10/1986,22/10/1986,22/10/1986,leaf,litter,,1545333,,,,,A13 Mixed woodland,European Larch (Larix decidua),"Gloucestershire, West",34,,Certain,,,1986,1986
9252141,Suillus grevillei,(Klotzsch) Singer,Suillus grevillei,(Klotzsch) Singer,NHMSYS0001499278,Larch Bolete,,,Parkhill Inclosure,West Gloucestershire,England,SO6106,-2.559,51.756,45,5/7/1997,5/7/1997,5/7/1997,leaf,litter,,1545336,,,,,A13 Mixed woodland,Larch (Larix),"Gloucestershire, West",34,,Certain,,,1997,1997
9252143,Suillus grevillei,(Klotzsch) Singer,Suillus grevillei,(Klotzsch) Singer,NHMSYS0001499278,Larch Bolete,,,Parkhill Inclosure,West Gloucestershire,England,SO6107,-2.559,51.765,45,31/7/1986,31/7/1986,31/7/1986,leaf,litter,,1545337,,,,,A13 Mixed woodland,European Larch (Larix decidua),"Gloucestershire, West",34,,Certain,,,1986,1986
9252151,Suillus grevillei,(Klotzsch) Singer,Suillus grevillei,(Klotzsch) Singer,NHMSYS0001499278,Larch Bolete,,,New Fancy View,West Gloucestershire,England,SO6209,-2.545,51.783,150,15/7/1992,15/7/1992,15/7/1992,leaf,litter,,1545356,,,,,A11 Broad-leaved woodland,European Larch (Larix decidua),"Gloucestershire, West",34,,Certain,,,1992,1992
9253272,Suillus grevillei,(Klotzsch) Singer,Suillus grevillei,(Klotzsch) Singer,NHMSYS0001499278,Larch Bolete,,,Cinderford,West Gloucestershire,England,SO6614,-2.488,51.828,180,17/6/1990,17/6/1990,17/6/1990,leaf,litter,,1545423,,,,,A13 Mixed woodland,European Larch (Larix decidua),"Gloucestershire, West",34,,Certain,,,1990,1990
9253274,Suillus grevillei,(Klotzsch) Singer,Suillus grevillei,(Klotzsch) Singer,NHMSYS0001499278,Larch Bolete,,,Wench Ford,West Gloucestershire,England,SO6508,-2.501,51.774,80,14/10/1989,14/10/1989,14/10/1989,leaf,litter,,1545414,,,,,A13 Mixed woodland,European Larch (Larix decidua),"Gloucestershire, West",34,,Certain,,,1989,1989
9253276,Suillus grevillei,(Klotzsch) Singer,Suillus grevillei,(Klotzsch) Singer,NHMSYS0001499278,Larch Bolete,,,Blakeney Walk,West Gloucestershire,England,SO6509,-2.502,51.783,150,18/6/1994,18/6/1994,18/6/1994,soil,,,1545415,,,,,A13 Mixed woodland,European Larch (Larix decidua),"Gloucestershire, West",34,,Certain,,,1994,1994
9253287,Suillus grevillei,(Klotzsch) Singer,Suillus grevillei,(Klotzsch) Singer,NHMSYS0001499278,Larch Bolete,,,Oldcroft,West Gloucestershire,England,SO6506,-2.501,51.756,140,6/9/1998,6/9/1998,6/9/1998,soil,,,1545392,,,,,A11 Broad-leaved woodland,European Larch (Larix decidua),"Gloucestershire, West",34,,Certain,,,1998,1998
9253291,Suillus grevillei,(Klotzsch) Singer,Suillus grevillei,(Klotzsch) Singer,NHMSYS0001499278,Larch Bolete,,,Blakeney Hill,West Gloucestershire,England,SO6507,-2.501,51.765,130,10/6/1988,10/6/1988,10/6/1988,leaf,litter,,1545411,,,,,A11 Broad-leaved woodland,European Larch (Larix decidua),"Gloucestershire, West",34,,Certain,,,1988,1988
9253293,Suillus grevillei,(Klotzsch) Singer,Suillus grevillei,(Klotzsch) Singer,NHMSYS0001499278,Larch Bolete,,,Chestnuts Inclosure,West Gloucestershire,England,SO6714,-2.473,51.828,120,3/10/1992,3/10/1992,3/10/1992,leaf,litter,,1545424,,,,,A11 Broad-leaved woodland,European Larch (Larix decidua),"Gloucestershire, West",34,,Certain,,,1992,1992
9253297,Suillus grevillei,(Klotzsch) Singer,Suillus grevillei,(Klotzsch) Singer,NHMSYS0001499278,Larch Bolete,,,May Hill,Herefordshire | West Gloucestershire,England,SO6921,-2.445,51.891,280,23/10/2004,23/10/2004,23/10/2004,leaf,litter,,1545426,,,,,A11 Broad-leaved woodland,European Larch (Larix decidua),"Gloucestershire, West",34,,Certain,,,2004,2004
9253309,Suillus grevillei,(Klotzsch) Singer,Suillus grevillei,(Klotzsch) Singer,NHMSYS0001499278,Larch Bolete,,,Blaize Bailey,West Gloucestershire,England,SO6611,-2.487,51.801,140,24/8/1996,24/8/1996,24/8/1996,leaf,litter,,1545421,,,,,A11 Broad-leaved woodland,European Larch (Larix decidua),"Gloucestershire, West",34,,Certain,,,1996,1996
9253319,Suillus grevillei,(Klotzsch) Singer,Suillus grevillei,(Klotzsch) Singer,NHMSYS0001499278,Larch Bolete,,,Oldcroft,West Gloucestershire,England,SO6506,-2.501,51.756,140,14/7/1992,14/7/1992,14/7/1992,soil,,,1545396,,,,,A11 Broad-leaved woodland,European Larch (Larix decidua),"Gloucestershire, West",34,,Certain,,,1992,1992
9253325,Suillus grevillei,(Klotzsch) Singer,Suillus grevillei,(Klotzsch) Singer,NHMSYS0001499278,Larch Bolete,,,Oldcroft,West Gloucestershire,England,SO6506,-2.501,51.756,140,25/8/2000,25/8/2000,25/8/2000,soil,,,1545399,,,,,A11 Broad-leaved woodland,Larch (Larix),"Gloucestershire, West",34,,Certain,,,2000,2000
9253327,Suillus grevillei,(Klotzsch) Singer,Suillus grevillei,(Klotzsch) Singer,NHMSYS0001499278,Larch Bolete,,,Oldcroft,West Gloucestershire,England,SO6506,-2.501,51.756,140,1/1/2001,1/1/2001,1/1/2001,soil,,,1545400,,,,,A11 Broad-leaved woodland,European Larch (Larix decidua),"Gloucestershire, West",34,,Certain,,,2001,2001
9253343,Suillus grevillei,(Klotzsch) Singer,Suillus grevillei,(Klotzsch) Singer,NHMSYS0001499278,Larch Bolete,,,Viney Hill,West Gloucestershire,England,SO6506,-2.501,51.756,130,2/8/1988,2/8/1988,2/8/1988,leaf,litter,,1545408,,,,,A13 Mixed woodland,European Larch (Larix decidua),"Gloucestershire, West",34,,Certain,,,1988,1988
